OrgDefinedId,code,Attendance Out of 6 Classes Points Grade <Numeric MaxPoints:6>,Quiz 1 Points Grade <Numeric MaxPoints:1>,Quiz 2 Points Grade <Numeric MaxPoints:1>,Midterms Points Grade <Numeric MaxPoints:300>,ACC3202 Individual Project Upload Points Grade <Numeric MaxPoints:5>,ACC3202 Titanic Bonus Credit Project Upload Points Grade <Numeric MaxPoints:5>,2nd Attendance Out of 7 Classes Points Grade <Numeric MaxPoints:7>,AGILE Group Project Points Grade <Numeric MaxPoints:100>,Quiz 3 Points Grade <Numeric MaxPoints:1>,comment,Connect AIS Points Grade <Numeric MaxPoints:100>,Connect DA Points Grade <Numeric MaxPoints:100>,Calculated Final Grade Numerator,Calculated Final Grade Denominator,Adjusted Final Grade Numerator,Adjusted Final Grade Denominator,End-of-Line Indicator
#24370306,68201,6,0.7,0.4,180,,,,75,,"Data Analytics (25%, Score 15/25): The DA portion consisted of a single diagram showing increasing player counts for several popular games. While the chart was structurally correct, it lacked interpretation and did not explain why players were increasing, which trends were meaningful, or how the data informed the design of the dungeon-themed game. Given that this is a Data Analytics class, the limited emphasis on DA was noticeable. More charts, deeper analysis, or clearer explanations of how the numbers connect to design decisions would significantly improve this section. Game Vision and User Stories (20%, Score 13/20): The dungeon-themed concept was strong and visually striking, with the opening slide creating a dramatic atmosphere that fit classic fantasy exploration. The group clearly depicted team roles, which helped communicate structure and organization. Although explicit user stories were not heavily detailed, the coherence of the game world suggests the group had a solid grasp of its vision and core elements. UI/UX Mock-up (15%, Score 12/15): The mock-up effectively conveyed the look and feel of the gameplay, and the inclusion of class cards added personality and depth to the design. More explicit UI elements—such as menus, HUD indicators, or skill trees—would increase clarity, but the mock-up remained visually effective and thematically consistent. Game Mechanics (15%, Score 13/15): The mechanics appeared well developed, with meaningful attention to character roles, dungeon structure, and class abilities. The class cards in particular added depth to the system. Although not extensively described in your notes, the overall impression is that the group put substantial thought into how the game functions. Agile Process Participation (10%, Score 9/10): The polished slides and clear division of tasks indicated strong use of Agile methodology. The group appeared to work in parallel and coordinate effectively to produce a content-rich project. Presentation (15%, Score 13/15): The presentation was engaging, visually consistent with the medieval dungeon theme, and well organized. Strong imagery enhanced the mood and captured attention. Slight improvement could come from placing more emphasis on DA explanations, but overall the presentation was enjoyable and well delivered.",97.02380952,88.05970149,187.1,308,,,#
#24372003,789434,6,1,0.65,273.33,,,,74,,"Data Analytics (25%, Score 17/25): The DA portion included a pie chart and a bar chart, both clear and relevant. While the charts met basic expectations, the analysis would have been stronger with more explicit links to the game’s design decisions. The visuals were technically correct, but the section lacked deeper interpretation or unique insights that could strengthen the rationale for the game’s direction. Overall, the DA showed effort but limited explanation and connection to mechanics. Game Vision and User Stories (20%, Score 15/20): The nostalgic Zelda-style premise was compelling, and the game name fit the theme neatly. The group clearly thought through the identity, tone, and structure of the game. Even though explicit user stories were less emphasized, the clarity of the vision suggested solid understanding of the intended gameplay experience and core features. UI/UX Mock-up (15%, Score 9/15): The slides demonstrated detail and logical structure, but the UI/UX lacked visual consistency with the nostalgic theme introduced at the start. The aesthetic cohesion was weaker than the conceptual foundation, suggesting time-management challenges or uneven task distribution. The mock-up communicated ideas clearly but would benefit greatly from stronger thematic consistency. Game Mechanics (15%, Score 12/15): The mechanics were logically structured and appropriate for a nostalgic action-adventure design. They showed understanding of progression and player experience, though additional detail on combat, puzzles, or interactions would have strengthened the section further. Agile Process Participation (10%, Score 8/10): Classroom observation indicated that certain members proactively contributed and ensured the project stayed on track. Teamwork appeared functional, though uneven polishing suggested room for better cross-role coordination. Overall, the group demonstrated solid engagement. Presentation (15%, Score 13/15): The presentation effectively conveyed the charm and nostalgia of the game. The cover page made a strong first impression, and delivery was clear and well-paced. Minor improvements such as smoother transitions or stronger emphasis on DA conclusions would enhance the presentation, but overall it was well executed.",96.42857143,94.7761194,280.98,308,,,#
#24375135,427515,6,1,0.65,253.33,,,,77,,"Data Analytics (25%, Score 17/25): The group presented two charts showing linear trends in player activity and market behavior. The visualizations were technically correct but lacked interpretation and did not explain why a linear trend was assumed or how it informed the game design. There were also formatting inconsistencies, with one chart on a white background and the other on a black background, which broke visual continuity in an otherwise cohesive Solo Leveling theme. The analytics met basic expectations but required clearer explanations, thematic consistency, and stronger links to game design choices. Game Vision and User Stories (20%, Score 14/20): Adapting Solo Leveling provided an engaging and recognizable concept that the group used effectively. The theme carried through the presentation with clear genre alignment. The game vision was coherent, although more explicit user stories or character goals would strengthen the narrative structure. UI/UX Mock-up (15%, Score 12/15): The slides were visually cohesive with the anime aesthetic and demonstrated strong design consideration. UI elements effectively communicated tone and style. While polished, the mock-up could be improved by including more explicit HUD or menu structures to clarify user flow. Game Mechanics (15%, Score 14/15): This was one of the strongest areas. The mechanics were well-developed, logically structured, and appropriate for an RPG/action adaptation of Solo Leveling. They demonstrated clear understanding of progression, combat, and user interaction, reflecting strong planning and critical thinking. Agile Process Participation (10%, Score 8/10): The polished slides and consistent theme indicate good teamwork and coordinated effort. Minor inconsistencies, such as DA formatting issues, suggest uneven polishing of certain components, but overall organization was solid. Presentation (15%, Score 12/15): The presentation was clear, visually appealing, and thematically consistent. Delivery was organized and effective, though slightly more energy or elaboration on DA insights or mechanics would have elevated the overall impact. The group delivered a strong and coherent presentation.",99.4047619,97.76119403,260.98,308,,,#
#24377944,711158,5,1,0.65,253.33,,,,74,,"Data Analytics (25%, Score 17/25): The group incorporated multiple Excel charts, showing effort in using visualization tools and a willingness to apply data analytics techniques. However, the analytics lacked coherence and interpretive flow. The first chart indicated that RPG is the top genre, but the second chart suggested that revenues for survival games are increasing linearly, and these insights were not connected or linked to the proposed game. A third chart compared unrelated genres without a clear narrative. Overall, the section met the basic requirement of producing charts but did not demonstrate meaningful reasoning or support for game design decisions. Game Vision and User Stories (20%, Score 14/20): The vision of an RPG involving repelling enemies was presented, but the premise felt underdeveloped and unclear, which became more evident during Q and A. The purpose, world, and motivation behind the game were not consistently articulated. The group would benefit from expanded user stories that specify the player role, objectives, and progression. The foundation exists, but the clarity needed for a compelling vision is lacking. UI/UX Mock-up (15%, Score 11/15): The mock-up contained many detailed components, showing effort and attention to visual elements. However, the UI appeared disconnected from the core storyline and did not reinforce the game’s theme or narrative. Effective UI should reflect the world and mechanics of the game, and the mismatch weakened cohesion. Game Mechanics (15%, Score 12/15): The mechanics outlined were logical and internally consistent, with clear descriptions of combat and interactions. However, because the overall vision was unclear, these mechanics felt isolated rather than integrated into a cohesive system. The logic is present but not grounded in a strong conceptual framework. Agile Process Participation (10%, Score 8/10): The group produced many slides and detailed breakdowns, suggesting good task division and active participation. However, uneven clarity across sections indicates that the team may not have aligned early on a shared direction. Stronger communication would improve coherence. Presentation (15%, Score 12/15): The presenters communicated the basic structure of the game but struggled to articulate its purpose and internal logic during questions. Delivery was acceptable, though conceptual gaps reduced audience understanding. Strengthening the ability to explain reasoning would improve overall presentation quality.",95.83333333,91.79104478,259.98,308,,,#
#24388071,386006,6,1,0.75,273.33,,,,75,,"Data Analytics (25%, Score 17/25): The DA portion was thematically consistent with the design and story of Last Chronicle. The charts aligned well with the fantasy-adventure aesthetic, showing good attention to visual cohesion. The inclusion of a more in-depth chart showing monthly Steam game releases was a strong analytical choice, demonstrating awareness of industry patterns and providing useful context for understanding market saturation or release-timing strategy. More interpretation—such as how release-month clustering affects competition or visibility—would strengthen the analysis, but overall the DA was solid, insightful, and well executed. Game Vision and User Stories (20%, Score 15/20): The vision for Last Chronicle, a story-driven fantasy adventure where rewriting history alters reality, was creative, coherent, and well developed. The theme remained consistent throughout the presentation, and the concept showed strong narrative imagination. Although explicit user stories were not detailed, the clarity of the world-building suggests the group understood the player’s role and motivations. This was one of the strongest components of the project. UI/UX Mock-up (15%, Score 12/15): The UI elements supported the story-driven tone of the game and maintained consistent theming. While the mock-ups could benefit from more explicit HUD or menu structures, they were cohesive and aligned with the fantasy setting, contributing positively to immersion. Game Mechanics (15%, Score 13/15): The mechanics were appropriate for a narrative-adventure design and centered around the idea of rewriting history to reshape reality, implying branching paths, consequences, and strong player agency. More detail on how these choices manifest in gameplay—through puzzles, narrative forks, or environmental changes—would elevate the section, but the foundation was solid. Agile Process Participation (10%, Score 8/10): The presentation demonstrated substantial work across all required areas, indicating good coordination and division of tasks. Consistent theme polish suggested clear communication, though slight unevenness between sections revealed room for improved parallel refinement. Overall, teamwork was good. Presentation (15%, Score 10/15): The presentation delivery lacked energy, and when questioned further, the presenter did not appear fully familiar with the project’s inner workings. Clearer articulation of mechanics and more confident engagement would strengthen future presentations.",99.4047619,97.76119403,281.08,308,,,#
#24392664,24810,6,1,0.35,273.33,,,,74,,"Data Analytics (25%, Score 17/25): The group incorporated multiple Excel charts, showing effort in using visualization tools and a willingness to apply data analytics techniques. However, the analytics lacked coherence and interpretive flow. The first chart indicated that RPG is the top genre, but the second chart suggested that revenues for survival games are increasing linearly, and these insights were not connected or linked to the proposed game. A third chart compared unrelated genres without a clear narrative. Overall, the section met the basic requirement of producing charts but did not demonstrate meaningful reasoning or support for game design decisions. Game Vision and User Stories (20%, Score 14/20): The vision of an RPG involving repelling enemies was presented, but the premise felt underdeveloped and unclear, which became more evident during Q and A. The purpose, world, and motivation behind the game were not consistently articulated. The group would benefit from expanded user stories that specify the player role, objectives, and progression. The foundation exists, but the clarity needed for a compelling vision is lacking. UI/UX Mock-up (15%, Score 11/15): The mock-up contained many detailed components, showing effort and attention to visual elements. However, the UI appeared disconnected from the core storyline and did not reinforce the game’s theme or narrative. Effective UI should reflect the world and mechanics of the game, and the mismatch weakened cohesion. Game Mechanics (15%, Score 12/15): The mechanics outlined were logical and internally consistent, with clear descriptions of combat and interactions. However, because the overall vision was unclear, these mechanics felt isolated rather than integrated into a cohesive system. The logic is present but not grounded in a strong conceptual framework. Agile Process Participation (10%, Score 8/10): The group produced many slides and detailed breakdowns, suggesting good task division and active participation. However, uneven clarity across sections indicates that the team may not have aligned early on a shared direction. Stronger communication would improve coherence. Presentation (15%, Score 12/15): The presenters communicated the basic structure of the game but struggled to articulate its purpose and internal logic during questions. Delivery was acceptable, though conceptual gaps reduced audience understanding. Strengthening the ability to explain reasoning would improve overall presentation quality.",98.21428571,95.52238806,280.68,308,,,#
#24407584,823947,6,0.9,0.55,233.33,,,,78,,"Data Analytics (25%, Score 17/25): The group included two visualizations, a pie chart and a linear trend chart. The pie chart was clear, properly labeled, and thematically consistent with the simulation-game aesthetic, showing good attention to design and supporting their argument that combining top-performing sub-genres strengthens their game strategy. However, the second chart showing online player growth lacked interpretation. While technically correct, the group did not explain why player numbers should increase linearly, what assumptions drive the trend, or how the insight informs game design decisions. The analytics were relevant but not fully developed. Game Vision and User Stories (20%, Score 13/20): The group presented a clear vision suitable for a simulation game, and the concept aligned with their theme. The brief indicated logical thinking, and although user stories were not deeply outlined, the idea demonstrated an adequate understanding of gameplay goals and target users. Prioritization could have been more explicit, but the foundation was solid. UI/UX Mock-up (15%, Score 13/15): The mock-up resembled a real simulation game interface, and the animation added visual quality. The layout and HUD elements showed strong understanding of UX in this genre. The work was polished and met expectations. Game Mechanics (15%, Score 13/15): Core mechanics were clearly described and consistent with typical simulation gameplay loops. The group demonstrated understanding of progression and functional systems, though more depth in resource dynamics or player decision consequences would strengthen the mechanics. Agile Process Participation (10%, Score 9/10): The team appeared organized, with deliverables completed on time and tasks generally well distributed. There was minor unevenness in refinement, but teamwork overall was strong. Presentation (15%, Score 13/15): The presenter communicated the ideas clearly but could have shown more energy and engagement. Pacing and articulation were acceptable, though greater enthusiasm and eye contact would have enhanced delivery. Overall, the presentation conveyed the key ideas effectively.",74.4047619,82.08955224,240.78,308,,,#
#24408458,336071,6,1,0.4,253.33,,,,75,,"Data Analytics (25%, Score 15/25): The DA portion consisted of a single diagram showing increasing player counts for several popular games. While the chart was structurally correct, it lacked interpretation and did not explain why players were increasing, which trends were meaningful, or how the data informed the design of the dungeon-themed game. Given that this is a Data Analytics class, the limited emphasis on DA was noticeable. More charts, deeper analysis, or clearer explanations of how the numbers connect to design decisions would significantly improve this section. Game Vision and User Stories (20%, Score 13/20): The dungeon-themed concept was strong and visually striking, with the opening slide creating a dramatic atmosphere that fit classic fantasy exploration. The group clearly depicted team roles, which helped communicate structure and organization. Although explicit user stories were not heavily detailed, the coherence of the game world suggests the group had a solid grasp of its vision and core elements. UI/UX Mock-up (15%, Score 12/15): The mock-up effectively conveyed the look and feel of the gameplay, and the inclusion of class cards added personality and depth to the design. More explicit UI elements—such as menus, HUD indicators, or skill trees—would increase clarity, but the mock-up remained visually effective and thematically consistent. Game Mechanics (15%, Score 13/15): The mechanics appeared well developed, with meaningful attention to character roles, dungeon structure, and class abilities. The class cards in particular added depth to the system. Although not extensively described in your notes, the overall impression is that the group put substantial thought into how the game functions. Agile Process Participation (10%, Score 9/10): The polished slides and clear division of tasks indicated strong use of Agile methodology. The group appeared to work in parallel and coordinate effectively to produce a content-rich project. Presentation (15%, Score 13/15): The presentation was engaging, visually consistent with the medieval dungeon theme, and well organized. Strong imagery enhanced the mood and captured attention. Slight improvement could come from placing more emphasis on DA explanations, but overall the presentation was enjoyable and well delivered.",98.21428571,95.52238806,260.73,308,,,#
#24414326,964643,6,1,0.75,293.33,,,,79,,"Data Analytics (25%, Score 17/25): The DA portion included a pie chart and a bar chart, both clear and relevant. While the charts met basic expectations, the analysis would have been stronger with more explicit links to the game’s design decisions. The visuals were technically correct, but the section lacked deeper interpretation or unique insights that could strengthen the rationale for the game’s direction. Overall, the DA showed effort but limited explanation and connection to mechanics. Game Vision and User Stories (20%, Score 15/20): The nostalgic Zelda-style premise was compelling, and the game name fit the theme neatly. The group clearly thought through the identity, tone, and structure of the game. Even though explicit user stories were less emphasized, the clarity of the vision suggested solid understanding of the intended gameplay experience and core features. UI/UX Mock-up (15%, Score 9/15): The slides demonstrated detail and logical structure, but the UI/UX lacked visual consistency with the nostalgic theme introduced at the start. The aesthetic cohesion was weaker than the conceptual foundation, suggesting time-management challenges or uneven task distribution. The mock-up communicated ideas clearly but would benefit greatly from stronger thematic consistency. Game Mechanics (15%, Score 12/15): The mechanics were logically structured and appropriate for a nostalgic action-adventure design. They showed understanding of progression and player experience, though additional detail on combat, puzzles, or interactions would have strengthened the section further. Agile Process Participation (10%, Score 8/10): Classroom observation indicated that certain members proactively contributed and ensured the project stayed on track. Teamwork appeared functional, though uneven polishing suggested room for better cross-role coordination. Overall, the group demonstrated solid engagement. Presentation (15%, Score 13/15): The presentation effectively conveyed the charm and nostalgia of the game. The cover page made a strong first impression, and delivery was clear and well-paced. Minor improvements such as smoother transitions or stronger emphasis on DA conclusions would enhance the presentation, but overall it was well executed.",93.45238095,92.53731343,301.08,308,,,#
#24414428,170847,6,1,0.55,273.33,,,,80,,"Data Analytics (25%, Score 18/25): The DA section included a linear trend chart with a sharp exponential jump in 2024, but no explanation was provided for this sudden change. Without justification such as a market event, genre resurgence, or technological innovation, the spike appears arbitrary and weakens the analytic reasoning. A PivotTable was also used, demonstrating effort and familiarity with Excel tools, but the section still needed clearer interpretation and a stronger connection to the game vision. The analysis did not fully explain how the data informed design decisions. Overall, the group showed technical competence but limited analytical depth. Game Vision and User Stories (20%, Score 14/20): The concept of a horror-house survival game was coherent and aligned well with the chosen theme. The group paid meaningful attention to detail by incorporating sound-detection mechanics, something emphasized in class, showing thoughtful application of lecture concepts. The vision was strong, though user stories or clearer player-motivation framing would enhance the narrative direction. UI/UX Mock-up (15%, Score 13/15): The mock-up was visually attractive and consistent with a horror aesthetic. The red tones, eerie atmosphere, and cohesive slide design contributed to a polished and immersive presentation. The group showed solid understanding of UI/UX principles for horror games, including high contrast, selective lighting, and tension-building visuals. Additional HUD detail, such as health or sound indicators, would further improve clarity, but the mock-up remained strong. Game Mechanics (15%, Score 14/15): The mechanics section was well executed, particularly the inclusion of sound-detection—a core mechanic in many horror titles. This demonstrated awareness of tension dynamics, player interaction, and immersive gameplay. Other mechanics were coherent and genre-appropriate, making this one of the group’s strongest components. Agile Process Participation (10%, Score 9/10): The slides demonstrated consistent effort and a polished final product, indicating strong teamwork and coordination. All components appeared well prepared, though analytics lagged slightly behind the quality of design elements. Overall, the group showed good collaborative execution. Presentation (15%, Score 12/15): The presentation was engaging, atmospheric, and visually striking. The red palette enhanced the horror theme, and delivery was clear. However, the final slide featuring your face—and drawing attention to acne—was unnecessary and inappropriate, detracting from the professionalism of an otherwise strong presentation. Avoid using real people’s faces in project slides going forward.",97.02380952,92.53731343,280.88,308,,,#
#24414466,619553,4,0.9,0.95,273.33,,,,0,,NA,95.23809524,91.79104478,279.18,308,,,#
#24418183,239406,6,1,0.8,273.33,,,,73,,"Data Analytics (25%, Score 15/25): The most notable DA element was an original bar chart visualizing user story priorities, showing creativity in merging Agile concepts with data visualization. However, the execution had several weaknesses. The color coding was misleading, with high priorities appearing in red—a color usually associated with negative or low value—and low priorities in blue. The chart lacked interpretation and did not explain how these priorities influenced the game design. No clear connection was drawn between the DA insights and the mechanics, theme, or gameplay. While the attempt was original, the absence of analytic reasoning and the confusing visual choices limit the DA score. Game Vision and User Stories (20%, Score 11/20): The concept of an RPG city exploration game is workable, but the vision was not articulated in enough detail. More clarity was needed on what makes this particular city exploration unique, who the player is, and what the core gameplay loop entails. Although the user story prioritization chart appeared in the DA section, the user stories themselves were not clearly tied back to the gameplay or vision, weakening coherence. UI/UX Mock-up (15%, Score 10/15): UI/UX was clearly a weaker element. A standard PowerPoint template was used with minimal customization, and the visuals lacked cohesion and thematic identity. An AI-generated mock-up was included, but it did not meaningfully communicate the interface or atmosphere. Overall, the section appeared underdeveloped and suggested limited design effort and incomplete understanding of UI expectations. Game Mechanics (15%, Score 10/15): The mechanics were present but not well developed. Many ideas were generic RPG city-exploration elements with limited originality. There was little explanation of how the mechanics interact, why they matter for player experience, or how they differentiate the game from existing titles. Agile Process Participation (10%, Score 8/10): Sparse mock-ups, limited aesthetic work, and uneven depth across sections suggest that Agile principles were not effectively applied. Task distribution appeared uneven, with insufficient parallel development. Better coordination and stronger design execution would have improved this component. Presentation (15%, Score 14/15): The presentation itself was clear, and the presenter was well chosen. The group communicated the basic concept effectively. Improvements in pacing, narrative articulation, and slide design would strengthen future presentations, but overall this section was solid relative to the rest of the project.",93.45238095,94.02985075,281.13,308,,,#
#24435435,366778,6,1,0.45,253.33,,,,76,,"Data Analytics (25%, Score 18/25): The DA portion for this group was one of the strongest among the horror-genre projects. Their analysis highlighted that Dying Light: The Beast is a top horror title in the US and also showed that horror is among the top-grossing game genres. This demonstrated clear market awareness and effective comparative benchmarking. The DA section was extensive, formatted properly, and aligned with the horror-asylum theme. The group followed your advice regarding deeper, data-driven insights rather than superficial statistics. The main improvement would be linking the data directly to their own game’s mechanics or positioning, such as explaining how their title competes within the genre. Overall, this was a high-quality DA effort. Game Vision and User Stories (20%, Score 13/20): The asylum-based horror premise was appropriate for the genre and created a strong atmosphere. The overall vision was understandable, though the narrative could benefit from more detail about the player’s role, motivations, and progression. User stories or explicit player objectives were not prominent, but the general concept was communicated clearly. UI/UX Mock-up (15%, Score 13/15): The UI/UX design was well executed, with visuals and layout consistent with horror aesthetics. The mood and tone matched the theme, and the mock-ups effectively conveyed the feel of the game environment. The professional quality of the design elevated the presentation. Additional HUD elements such as sanity meters, sound indicators, or inventory layout could enhance clarity, but the section was strong overall. Game Mechanics (15%, Score 10/15): This was the weakest part of the project. Although the premise was clear, the mechanics were only briefly outlined and lacked detail about player interactions, threats, and unique systems. More explanation of how gameplay functions or how the design draws on DA insights would strengthen coherence and demonstrate higher-level critical thinking. Agile Process Participation (10%, Score 10/10): The extensive DA work and polished UI/UX suggest strong task division and meaningful contribution from group members. While some unevenness existed between sections, the team demonstrated effective planning and collaboration. Presentation (15%, Score 12/15): The presentation was clear, visually appealing, and confidently delivered. The group showed understanding of the horror genre, especially the idea that impactful horror games often succeed with lower budgets—a thoughtful observation that added credibility. A clearer explanation of the mechanics would make the pitch more persuasive, but the overall delivery was solid.",90.47619048,92.53731343,260.78,308,,,#
#24437202,863156,6,0.9,0.7,293.33,,,,70,,"Data Analytics (25%, Score 16/25): The DA portion included two charts, one table of concurrent players and one revenue chart for FPS-related games. While the content was relevant, the analysis lacked interpretation and did not explain why these statistics matter for the proposed game. There was little discussion of player trends, genre appeal, or how the data informed specific design decisions. In addition, the charts had white backgrounds that did not match the rest of the slide theme, which weakened the cohesiveness of the DA section and made the visuals feel detached from the rest of the project. Overall, the analytics met minimal requirements but lacked depth, explanation, and visual alignment. Game Vision and User Stories (20%, Score 12/20): The group paired a cute, stylistic animation with an FPS concept, but the story and art direction did not align clearly. The Squid Game–influenced typography contrasted with the lighthearted animation style, creating a thematic mismatch. The project also did not establish how the game differed from existing FPS titles, leaving the vision underdeveloped and unclear. User stories and player motivations were not strongly emphasized, reducing clarity regarding the intended player experience. UI/UX Mock-up (15%, Score 11/15): The visuals showed effort and creativity, with appealing assets and animations. However, mismatches in color themes, slide styling, and gameplay visuals reduced cohesion. The UI/UX elements were aesthetically pleasing but not thematically unified with the narrative or gameplay concept. A more consistent palette and refined design direction would strengthen overall clarity and professionalism. Game Mechanics (15%, Score 10/15): The mechanics were present but not well justified. Without explanation of how the gameplay differs from standard FPS titles, the mechanics remained generic and lacked grounding in a unique game vision. More detail on progression, unique mechanics, or novel gameplay loops would improve this section. Agile Process Participation (10%, Score 8/10): The strong aesthetic direction suggests that certain team members contributed heavily to visual polish. However, the imbalance between design detail and content depth indicates uneven contribution or misallocation of time. All required components were completed, but coordination across narrative, gameplay, and analytics could be improved. Presentation (15%, Score 13/15): The presentation showcased appealing visuals, but the explanation of the story concept, uniqueness, and DA rationale was limited. Delivery was acceptable overall, yet the lack of conceptual clarity affected communication. Stronger emphasis on how the game works, why it stands out, and how data supports design choices would improve the presentation.",98.21428571,100,300.93,308,,,#
#24440654,732911,6,0.9,0.65,253.33,,,,74,,"Data Analytics (25%, Score 17/25): The group presented two charts: an exponentially increasing number of horror games over time, and a fear-level versus puzzle-difficulty matrix. The second chart in particular showed originality and creativity by using analytics to represent conceptual gameplay elements, a strength not seen in many groups. However, the DA section would benefit from deeper interpretation—for example, explaining what drives the rise in horror games, how market competition shapes design choices, or how the fear/difficulty matrix informs level design. With more explanation, this DA component could reach an excellent level. Game Vision and User Stories (20%, Score 15/20): The haunted-house puzzle concept was coherent and genre-appropriate. The story elements were moderately well developed and clear enough to support the gameplay idea. More explicit user stories or a clearer breakdown of player progression would further strengthen the vision. UI/UX Mock-up (15%, Score 12/15): The mock-up aligned reasonably well with the haunted-house puzzle theme and helped convey the structure and mood of the game. However, the UI/UX section could be enhanced with more detailed HUD elements, indicators, or clearer menu structures to improve clarity and user experience. Game Mechanics (15%, Score 11/15): The mechanics reflected the core idea of a puzzle-oriented horror environment, but the depth was moderate. More explanation of interaction systems, puzzle logic, fear progression, or consequences of player choices would add richness and stronger internal logic to the game design. Agile Process Participation (10%, Score 8/10): The combination of charts, mock-ups, and narrative elements indicates effective teamwork and parallel task execution. Some unevenness in detail across sections suggests room for refinement, but overall the group collaborated well. Presentation (15%, Score 11/15): The presentation clearly communicated the haunted puzzle concept, and the innovative fear-difficulty chart added uniqueness. Improvements could include smoother transitions or more emphasis on how mechanics connect to the story, but overall the delivery was solid.",99.4047619,90.59701493,260.88,308,,,#
#24444366,905951,6,1,0.65,256.67,,,,86,,"Data Analytics (25%, Score 17/25): The group included two visualizations, a bar chart showing 24-hour player counts for titles like Hearts of Iron and a pie chart indicating that the strategy genre dominates market share. While technically correct, the analytics did not clearly support the puzzle or exam-escape theme. The category “strategy” is too broad to inform specific puzzle-genre decisions, and there was no explanation of how the charts shaped the game concept. Using puzzle-relevant metrics or explicitly linking the data to design choices would have strengthened this section. Overall, the analytics were adequate but lacked depth and alignment. Game Vision and User Stories (20%, Score 14/20): The concept of a puzzle escape game set inside an exam hall was creative and thematically coherent. The vision was strong and relatable to student experiences, and the user stories demonstrated an understanding of gameplay goals. The idea was original and accessible, though it could benefit from slightly clearer prioritization of user objectives. UI/UX Mock-up (15%, Score 13/15): The slides contained substantial visual material and showed thoughtful interface planning. The only major improvement would be replacing real teachers’ photographs with AI-generated images for professionalism and privacy. Otherwise, the mock-ups were polished and genre-appropriate. Game Mechanics (15%, Score 14/15): The mechanics were clearly presented and well aligned with the puzzle escape concept. The group demonstrated logical progression, clever interactions, and feasible gameplay loops that tied well to the game vision. Agile Process Participation (10%, Score 10/10): The group demonstrated excellent teamwork, with strong task division and effective parallelization that reflected Agile principles. Presentation (15%, Score 13/15): The presentation was engaging, smooth, and well structured. The storytelling around the exam escape idea was strong, and communication was clear throughout. Minor improvements in pacing or projection could enhance delivery further. The group also won the class voting for best overall project, and an additional 5 points were awarded.",96.42857143,94.02985075,264.32,308,,,#
#24455537,317452,3,0.6,0.45,260,,,,78,,"Data Analytics (25%, Score 17/25): The group included two visualizations, a pie chart and a linear trend chart. The pie chart was clear, properly labeled, and thematically consistent with the simulation-game aesthetic, showing good attention to design and supporting their argument that combining top-performing sub-genres strengthens their game strategy. However, the second chart showing online player growth lacked interpretation. While technically correct, the group did not explain why player numbers should increase linearly, what assumptions drive the trend, or how the insight informs game design decisions. The analytics were relevant but not fully developed. Game Vision and User Stories (20%, Score 13/20): The group presented a clear vision suitable for a simulation game, and the concept aligned with their theme. The brief indicated logical thinking, and although user stories were not deeply outlined, the idea demonstrated an adequate understanding of gameplay goals and target users. Prioritization could have been more explicit, but the foundation was solid. UI/UX Mock-up (15%, Score 13/15): The mock-up resembled a real simulation game interface, and the animation added visual quality. The layout and HUD elements showed strong understanding of UX in this genre. The work was polished and met expectations. Game Mechanics (15%, Score 13/15): Core mechanics were clearly described and consistent with typical simulation gameplay loops. The group demonstrated understanding of progression and functional systems, though more depth in resource dynamics or player decision consequences would strengthen the mechanics. Agile Process Participation (10%, Score 9/10): The team appeared organized, with deliverables completed on time and tasks generally well distributed. There was minor unevenness in refinement, but teamwork overall was strong. Presentation (15%, Score 13/15): The presenter communicated the ideas clearly but could have shown more energy and engagement. Pacing and articulation were acceptable, though greater enthusiasm and eye contact would have enhanced delivery. Overall, the presentation conveyed the key ideas effectively.",92.26190476,92.53731343,264.05,308,,,#
